,Food,Fuelwood,Fodder,Coal,Oil,Gas,Electricity,Nuclear,Biofuels,Total
,,,,,,,,,,
1820,1.106,23.524,2.456,0.268,,,,,,27.354
1821,1.139,24.3,2.537,0.281,,,,,,28.257
1822,1.174,25.101,2.624,0.289,,,,,,29.188
1823,1.209,26.046,2.735,0.299,,,,,,30.289
1824,1.261,27.041,2.83,0.331,,,,,,31.462
1825,1.296,28.06,2.933,0.364,,,,,,32.653
1826,1.33,28.997,3.068,0.413,,,,,,33.808
1827,1.388,29.937,3.251,0.45,,,,,,35.026
1828,1.423,30.785,3.251,0.513,,,,,,35.971
1829,1.457,31.636,3.33,0.568,,,,,,36.99
1830,1.491,32.49,3.417,0.648,,,,,,38.046
1831,1.536,33.55,3.493,0.696,,,,,,39.275
1832,1.582,34.663,3.674,0.902,,,,,,40.821
1833,1.627,35.779,3.789,1.04,,,,,,42.234
1834,1.672,36.9,3.937,1.025,,,,,,43.534
1835,1.718,38.049,4.061,1.288,,,,,,45.115
1836,1.763,39.111,4.22,1.392,,,,,,46.485
1837,1.843,40.197,4.333,1.547,,,,,,47.919
1838,1.894,41.26,4.481,1.499,,,,,,49.133
1839,1.963,42.347,4.605,1.632,,,,,,50.546
1840,2.038,43.434,4.741,1.73,,,,,,51.943
1841,2.031,44.997,4.843,1.846,,,,,,53.716
1842,2.051,46.536,4.932,2.038,,,,,,55.558
1843,2.043,48.1,5.046,2.27,,,,,,57.459
1844,2.031,49.641,5.173,2.713,,,,,,59.558
1845,2.089,51.206,5.25,3.232,,,,,,61.777
1846,2.171,52.607,5.363,3.645,,,,,,63.786
1847,2.229,53.999,5.453,4.313,,,,,,65.994
1848,2.287,55.405,5.581,4.786,,,,,,68.058
1849,2.369,57.208,5.728,5.208,,,,,,70.513
1850,2.464,59.098,5.89,5.644,,,,,,73.096
1851,2.579,61.562,6.229,6.99,,,,,,77.359
1852,2.671,63.392,6.373,7.608,,,,,,80.043
1853,2.798,65.234,6.605,8.548,,,,,,83.184
1854,2.882,67.063,6.828,10.053,,,,,,86.826
1855,2.977,68.881,7.052,10.799,,,,,,89.708
1856,3.097,70.33,7.294,11.345,,,,,,92.065
1857,3.193,71.77,7.499,11.644,,,,,,94.105
1858,3.291,73.152,7.723,11.836,,,,,,96.002
1859,3.413,74.526,7.946,12.867,,,,,,98.752
1860,3.619,75.866,8.085,13.416,0.073,,,,,101.059
1861,3.7,76.93,8.4,12.768,0.108,,,,,101.906
1862,3.816,77.869,8.424,13.169,0.143,,,,,103.422
1863,3.934,78.78,8.448,15.272,0.178,,,,,106.613
1864,4.053,79.663,8.494,16.425,0.213,,,,,108.847
1865,4.174,80.54,8.497,16.432,0.248,,,,,109.891
1866,4.319,80.765,8.521,19.292,0.258,,,,,113.155
1867,4.443,80.938,8.546,20.04,0.267,,,,,114.233
1868,4.568,81.082,8.694,22.727,0.276,,,,,117.347
1869,4.695,81.15,8.815,25.571,0.285,,,,,120.516
1870,4.855,81.093,9.053,27.029,0.294,,,,,122.324
1871,4.986,82.003,9.395,28.336,0.294,,,,,125.013
1872,5.141,82.755,9.758,34.697,0.293,,,,,132.644
1873,5.322,83.493,10.033,38.148,0.293,,,,,137.289
1874,5.48,83.883,10.312,36.753,0.293,,,,,136.721
1875,5.641,84.354,10.581,37.361,0.293,,,,,138.23
1876,5.804,84.131,10.872,36.648,0.737,,,,,138.191
1877,5.993,84.014,11.158,40.247,1.181,,,,,142.592
1878,6.159,83.502,11.462,39.119,1.626,,,,,141.868
1879,6.282,83.074,11.782,47.288,2.07,,,,,150.495
1880,6.439,82.68,12.147,53.184,2.562,,,,,157.012
1881,6.521,82.253,12.404,56.157,2.269,,,,,159.604
1882,6.671,81.73,12.66,63.095,1.999,0.092,,,,166.247
1883,6.821,81.016,13.025,69.369,1.706,0.21,,,,172.147
1884,6.995,80.111,13.466,73.387,1.437,0.65,,,,176.046
1885,7.145,79.111,13.873,74.07,1.144,2.059,,,,177.402
1886,7.189,78.247,14.379,76.533,1.742,2.942,,,,181.033
1887,7.337,77.306,14.882,88.081,2.341,3.825,,,,193.771
1888,7.484,76.263,15.482,99.999,2.94,4.708,,,,206.875
1889,7.656,75.094,15.955,95.212,3.538,5.591,,,,203.047
1890,7.767,73.8,16.483,106.423,4.137,6.474,0.555,,,215.638
1891,7.954,72.502,16.971,113.872,4.197,5.921,0.735,,,222.154
1892,8.105,71.052,17.467,120.917,4.258,5.369,0.975,,,228.143
1893,8.305,69.498,17.831,123.122,4.319,4.816,1.292,,,229.183
1894,8.477,67.841,18.216,115.33,4.379,4.264,1.712,,,220.219
1895,8.648,66.081,18.381,129.813,4.44,3.711,2.27,,,233.343
1896,8.821,65.212,18.536,129.426,4.728,4.242,2.784,,,233.749
1897,8.995,64.278,18.516,135.083,5.039,4.773,3.415,,,240.099
1898,9.193,63.302,18.539,148.212,5.327,5.304,4.19,,,254.065
1899,9.368,62.259,18.664,171.268,5.614,5.835,5.14,,,278.148
1900,9.529,59.104,18.868,177.723,5.878,6.366,6.329,,,283.796
1901,9.694,56.295,18.997,194.322,6.403,7.07,6.901,,,299.682
1902,9.879,55.451,19.083,202.326,9.251,7.53,7.525,,,311.046
1903,10.075,54.532,19.276,238.083,11.39,7.991,8.206,,,349.553
1904,10.279,53.538,19.572,234.21,13.562,8.316,8.972,,,348.45
1905,10.497,52.469,19.743,261.186,15.53,9.372,9.782,,,378.581
1906,10.374,52.541,20.051,275.391,14.13,10.348,10.455,,,393.288
1907,10.575,52.776,20.461,319.074,19.852,10.889,11.197,,,444.824
1908,10.696,52.866,20.995,277.321,20.828,10.754,11.965,,,405.425
1909,10.92,52.905,21.309,306.025,21.448,12.867,12.787,,,438.26
1910,11.153,52.893,21.706,333.793,25.628,13.598,13.689,,,472.459
1911,11.451,52.771,22.147,328.978,26.545,14.017,14.246,,,470.155
1912,11.637,52.554,22.477,355.792,27.192,15.386,14.851,,,499.888
1913,11.908,52.386,22.71,378.936,31.243,16.179,15.479,,,528.84
1914,12.179,52.147,23.072,342.183,34.113,16.474,16.132,,,496.3
1915,12.399,51.79,23.292,350.207,36.513,17.483,16.81,,,508.492
1916,12.594,50.75,23.306,390.348,38.753,20.985,17.215,,,553.951
1917,12.794,49.793,23.589,429.614,45.386,22.116,17.628,,,600.92
1918,12.958,48.8,23.314,449.809,49.722,19.948,18.05,,,622.6
1919,13.075,47.841,23.108,366.257,56.441,20.516,18.505,,,545.746
1920,13.645,46.87,22.477,411.768,68.64,20.93,18.97,,,603.299
1921,14.071,46.365,21.944,331.067,69.942,17.25,18.65,,,519.289
1922,14.214,45.6,21.407,334.943,80.351,19.821,18.386,,,534.722
1923,14.541,44.789,20.832,421.313,98.616,25.968,18.105,,,644.164
1924,14.928,43.933,19.758,389.972,98.774,29.325,17.878,,,614.568
1925,15.263,43.009,18.878,388.789,109.525,30.453,17.611,,,623.528
1926,15.56,43.085,18.469,421.357,114.513,33.537,18.158,,,664.677
1927,15.857,43.137,17.867,399.971,117.049,36.815,18.834,,,649.53
1928,16.04,43.213,17.339,397.982,127.618,39.886,19.449,,,661.526
1929,16.222,43.265,16.807,410.859,142.524,48.767,20.049,,,698.494
1930,16.374,43.58,16.325,364.637,152.111,49.467,20.493,,,662.987
1931,16.542,43.358,15.799,298.772,134.103,42.994,20.639,,,572.207
1932,16.689,41.847,15.355,249.803,122.852,39.806,20.931,,,507.283
1933,16.734,41.649,14.872,255.977,129.227,39.875,21.299,,,519.633
1934,16.833,41.403,14.588,279.297,129.672,45.291,21.886,,,548.969
1935,16.523,41.157,14.369,284.168,147.377,49.032,22.357,,,574.984
1936,16.598,41.01,14.06,321.349,163.126,55.495,22.884,,,634.521
1937,16.693,40.886,13.686,335.786,177.193,61.753,23.251,,,669.247
1938,16.934,40.738,13.252,268.042,173.739,58.802,23.719,,,595.226
1939,17.014,40.59,12.914,299.358,184.162,63.264,24.314,,,641.616
1940,17.242,39.009,12.747,337.748,201.649,68.259,24.844,,,701.498
1941,17.445,39.619,12.455,382.792,223.128,71.295,27.434,,,774.168
1942,17.669,39.153,12.115,419.976,209.428,77.499,30.36,,,806.199
1943,17.92,38.999,11.744,457.038,224.327,86.757,33.406,,,870.19
1944,18.12,38.319,11.24,455.667,252.087,93.873,36.481,,,905.786
1945,18.091,37.963,10.571,428.72,264.371,98.943,39.845,,,898.504
1946,18.217,39.536,9.696,392.566,273.11,101.715,39.927,,,874.767
1947,18.52,40.903,8.846,419.632,296.21,112.044,40.081,,,936.235
1948,18.818,41.796,8.151,405.632,327.882,125.184,39.996,,,967.458
1949,18.945,44.686,7.444,327.83,312.977,131.404,40.198,,,883.483
1950,19.261,45.125,6.822,340.079,350.843,152.408,40.321,,,954.86
1951,19.614,44.52,6.134,344.794,382.037,179.987,41.059,,,"1,018.15"
1952,19.951,43.259,5.409,311.535,396.791,192.699,42.502,,,"1,012.15"
1953,20.33,42.038,4.779,311.293,414.237,202.015,41.524,,,"1,036.22"
1954,20.734,41.659,4.231,266.374,423.398,213.272,40.519,,,"1,010.19"
1955,21.098,39.185,3.798,303.003,463.059,230.928,41.023,,,"1,102.09"
1956,21.232,37.165,3.534,309.494,484.975,247.112,43.415,,,"1,146.93"
1957,21.611,35.079,3.224,293.304,485.163,263.238,45.744,0.003,,"1,147.37"
1958,21.968,34.608,3.022,256.84,500.166,276.589,48.245,0.048,,"1,141.49"
1959,22.355,35.241,2.814,255.507,524.174,304.639,47.745,0.055,,"1,192.53"
1960,22.4,34.361,2.699,263.062,540.095,323.949,49.997,0.152,,"1,236.72"
1961,22.766,33.723,2.558,256.529,549.486,336.544,51.381,0.497,,"1,253.48"
1962,23.112,34.168,2.429,263.813,571.293,358.532,55.868,0.666,,"1,309.88"
1963,23.836,34.183,2.305,277.105,590.545,376.833,55.209,0.963,,"1,360.98"
1964,24.165,34.369,2.191,292.387,606.181,400.077,59.196,1.005,,"1,419.57"
1965,24.538,34.224,2.072,309.173,631.576,414.643,63.231,1.09,,"1,480.55"
1966,24.941,35.061,1.962,323.05,663.909,447.784,64.411,1.62,,"1,562.74"
1967,25.262,34.262,1.881,316.979,687.542,472.808,72.054,2.233,,"1,613.02"
1968,25.589,36.178,1.784,327.925,733.961,507.605,72.441,3.836,,"1,709.32"
1969,25.989,36.668,1.706,329.232,769.652,547.295,81.184,4.032,,"1,795.76"
1970,26.413,35.733,1.622,329.102,803.086,578.643,81.534,6.34,,"1,862.47"
1971,26.766,35.7,1.553,310.866,834.639,596.871,86.509,11.572,,"1,904.47"
1972,27.099,37.384,1.487,324.585,900.07,607.026,89.114,16.66,,"2,003.42"
1973,27.334,38.021,1.415,344.352,955.043,605.52,89.905,27.08,,"2,088.67"
1974,27.585,38.307,1.367,335.444,910.308,586.924,99.814,36.102,,"2,035.85"
1975,27.857,37.356,1.298,339.602,903.431,542.938,99.186,51.344,,"2,003.01"
1976,28.218,42.631,1.256,362.457,965.954,553.133,95.769,57.856,,"2,107.27"
1977,28.499,45.644,1.184,371.27,"1,026.49",543.289,79.248,75.882,,"2,171.51"
1978,28.773,50.626,1.184,366.892,"1,046.92",545.673,96.1,85.79,,"2,221.96"
1979,29.201,53.456,1.139,402.852,"1,033.43",563.103,95.848,79.583,,"2,258.61"
1980,29.239,61.411,1.165,412.686,957.595,551.53,96.311,79.399,,"2,189.34"
1981,29.835,62.109,1.094,426.083,892.27,539.289,95.842,86.264,0.178,"2,132.97"
1982,29.955,62.512,1.025,413.336,837.449,504.919,112.988,90.044,0.483,"2,052.71"
1983,30.607,66.872,1.025,427.953,828.458,493.757,122.377,94.794,0.889,"2,066.73"
1984,31.341,66.981,0.957,462.737,854.852,526.232,122.897,104.663,1.092,"2,171.75"
1985,32.581,67.028,0.932,471.923,848.715,499.715,115.39,120.25,1.321,"2,157.86"
1986,32.691,64.002,0.863,463.77,879.812,470.946,119.953,131.023,1.524,"2,164.58"
1987,33.785,61.531,0.887,485.197,900.796,497.583,110.788,142.179,1.752,"2,234.50"
1988,34.152,64.238,0.888,511.064,936.993,523.621,102.98,164.817,1.778,"2,340.53"
1989,34.204,66.734,0.842,514.118,939.091,558.042,118.742,164.178,1.803,"2,397.75"
1990,35.126,55.414,0.866,516.522,924.186,556.143,126.197,174.888,1.6,"2,390.94"
1991,35.871,55.626,0.866,510.977,901.329,566.912,128.071,186.319,1.67,"2,387.64"
1992,36.704,57.844,0.798,515.256,916.675,589.748,120.264,186.521,1.899,"2,425.71"
1993,37.722,56.553,0.82,531.583,926.426,608.291,129.006,188.591,2.219,"2,481.21"
1994,38.838,58.001,0.82,534.222,949.32,623.344,125.862,199.704,2.484,"2,532.60"
1995,38.476,59.009,0.751,538.935,944.276,650.79,140.103,206.49,2.665,"2,581.50"
1996,39.095,60.485,0.752,563.81,979.662,666.026,151.941,205.328,1.912,"2,669.01"
1997,40.296,58.726,0.751,577.029,996.34,668.719,153.3,190.049,2.42,"2,687.63"
1998,40.92,54.033,0.751,576.317,"1,011.56",654.659,143.388,198.789,2.781,"2,683.20"
1999,41.545,54.672,0.682,574.325,"1,038.58",655.719,144.577,213.053,2.905,"2,726.06"
2000,42.871,55.764,0.683,600.152,"1,053.32",677.721,134.197,219.22,3.32,"2,787.25"
2001,42.737,49.501,0.682,584.581,"1,052.80",646.738,114.688,224.533,3.519,"2,719.78"
2002,43.874,49.243,0.682,584.518,"1,054.49",669.507,131.104,227.143,4.178,"2,764.74"
2003,44.187,49.408,0.682,594.968,"1,075.80",653.146,135.988,222.272,5.632,"2,782.09"
2004,44.911,52.326,0.614,596.702,"1,116.27",653.434,135.906,233.329,7.072,"2,840.56"
2005,45.48,52.696,0.613,605.088,"1,124.09",645.146,141.794,232.236,8.265,"2,855.41"
2006,45.358,52.024,0.613,595.388,"1,113.97",635.947,152.39,235.283,11.516,"2,842.49"
2007,45.677,51.768,0.613,604.137,"1,112.32",678.202,151.534,240.167,14.992,"2,899.41"
2008,45.348,50.44,0.614,594.06,"1,045.35",681.39,169.932,240.077,20.369,"2,847.58"
2009,45.148,46.434,0.613,520.214,995.46,666.729,184.594,236.589,23.002,"2,718.78"
2010,45.657,49.014,0.544,549.778,"1,015.03",699.569,194.072,238.75,26.456,"2,818.87"
2011,45.824,51.106,0.544,517.733,996.803,716.996,223.672,235.401,28.939,"2,817.02"
2012,49.3,49.289,0.544,459.477,"1,038.74",744.489,223.009,230.541,29.396,"2,824.79"
2013,49.685,50.078,0.544,452.868,"1,063.75",767.862,227.756,237.595,31.582,"2,881.72"
2014,50.064,50.216,0.544,450.96,"1,084.12",786.24,230.362,241.04,32.045,"2,925.59"
2015,50.559,50.455,0.546,393.098,"1,115.32",808.352,226.278,259.839,33.195,"2,937.64"
2016,50.989,50.638,0.546,360.37,"1,123.21",810.908,250.282,260.893,35.719,"2,943.55"
2017,50.829,50.527,0.543,349.628,"1,104.66",801.015,267.015,257.835,35.803,"2,917.85"
2018,51.199,50.877,0.506,332.749,"1,219.71",806.461,276.986,256.987,35.53,"3,031.00"
2019,50.438,50.873,0.41,286.148,"1,258.85",831.826,285.815,256.973,35.652,"3,056.99"
2020,50.803,51.228,0.414,231.959,"1,224.60",813.399,303.457,249.982,31.846,"2,957.69"